filename,index,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13
301.in,301,1.0000000010977,0.0200602470744334,0.0339293953421001,0.314197229129611,0.0304302516645992,-0.0143117112909381,-0.0550717482958622,-0.301943405254553,-0.0081804894640735,0.100242353218119,0.388176953987136,0.33077219719063,0.286966091165137
306.in,306,1.00000000117103,-0.0399198518972211,0.189160557021312,0.281057909247704,0.0350427391471799,0.249199498808256,-0.0878985965267918,-0.325614518355815,0.0095225023379028,0.0715137687484959,0.332297596248904,0.283163066225898,0.340348910011414
311.in,311,1.00000000103016,-0.146210221383646,0.300051630124216,0.184933792086158,0.178042460000247,0.101242260219383,-0.144397371003185,-0.364607232106355,0.0308443026357699,0.0156521983267976,0.383566284353896,0.342523176408143,0.459322481784942
312.in,312,1.00000000090491,-0.0296244880954252,0.133795097979344,0.334213090488201,0.0008648037689246,0.173569627989494,-0.0960701973033763,-0.323226544895485,0.0056174310569324,0.0767412531469662,0.37505594717607,0.319702888047504,0.3286217885352
314.in,314,1.00000000094259,-0.116006774587431,0.158727013734189,0.309743322305125,0.0504050094563293,0.116156151391684,-0.137401479603918,-0.349003484277586,0.0243027527161561,0.0370322821745432,0.39586791142183,0.339650586994296,0.354970224538421
330.in,330,1.00000000132172,-0.0326378017624101,-0.0203395216634027,0.191281931334747,0.057381866241593,0.0687363565932794,-0.076869757953835,-0.372852735708844,0.0029904577981443,0.0860246321260609,0.272259898064738,0.256410409644104,0.256501012939827
355.in,355,1.00000000083359,0.0259678989282724,-0.0080867240488146,0.268183993959704,0.0473348703511086,0.0218048731606043,-0.0479516696570541,-0.347469798199636,-0.009686126155308,0.119585967891514,0.366599174117002,0.337145022950397,0.284968583305933
374.in,374,1.00000000118686,-0.0976661987112494,0.0667774428632648,0.310904437065881,0.0388982248384847,0.058243555814568,-0.105155072505945,-0.401456514283008,0.0224701053120781,0.0557417023836445,0.407534369097085,0.385218334367723,0.329665760123793
385.in,385,1.00000000114421,0.0238628659393764,-0.0332886073983028,0.13162659895099,0.100700847703967,0.0430387809519801,-0.0335589175807733,-0.403488531839685,-0.0078458135648276,0.126361364501026,0.27497153076491,0.269054121557487,0.292803231514389
403.in,403,1.00000000113366,0.0133776913891565,0.0076869263507539,0.170155224020745,0.0724525905849443,0.116315342340636,-0.031373295018628,-0.409041713724832,-0.0068953832391947,0.125824175212036,0.311566443696185,0.304620541028025,0.311507223874895
